"出7D AA+ 押券 非鹏远评级 非永续","fund"
"出隔夜1e，开门还款的那种，押利率，限银行
[CQ:image,file=A2CA8C108ACA4ABDFEF6F12D1921ED71.gif]","fund"
"80","other"
"厦门国际银行
拟发行AAA同业存单3m2.69%，1y3.17%。
欢迎推荐报量。18606990097","other"
"要看得回来不","other"
"+1","other"
"不透明啊，藏着掖着不让人知道是结构化","other"
"出2D 2400W、押AA+CD、3A信用非永续不看中债资信","fund"
"收到了，隔壁有贴截图的了","other"
"就是不配发债","other"
"出6-7天资金873万，押好券，限户","fund"
"大家觉得贵不贵","other"
"出8D AAA 对券对户","fund"
"主承咋说呢","other"
"昨天隔夜成交还刚刚过2w亿？","other"
"地图不会出错吧？","other"
"出1-4D 2400W 押AA+CD、3A信用、非永续不看中债资信","fund"
"精功，正源，安徽建设啊 安徽建设一分钱没","other"
"出 7天 1亿  押利率或国股存单  可以非银","fund"
"泛海那么牛逼，马上能变现的，不也就泛海世家嘛","other"
"还是押什么","other"
"出１－７天资金，押利率","fund"
"aj到底是啥。。","other"
"出   7天  14天  1-2月  AA+CD/AAA信用，可永续，看中债
出   7天  14天  1-2月  AA+CD/AAA信用，可永续，看中债","fund"
"科创注定一地鸡毛","other"
"出 7D 1.5E AA+对券 限户 
借一点儿隔夜 押利率","fund"
"而且说白了，也是有牌照的","other"
"某行不要逼脸的理财提价","other"
"华兴银行（AA+，2000+，不良率低）今日询发：
9M 3.30%
1Y 3.40%
欢迎认购！！","first"
"华讯今天成交蛮多，卖楼看来是真的了","other"
"海航控股，是不是稳了","other"
"你有资产，我有负债，咱俩刚好匹配","other"
"[CQ:image,file=C8CCFDE36481A4F25709BDE6FD9F96A6.png]","other"
"出1月资金5000W，押利率，限银行","fund"
"出7d 14d  AA+ 国企对券","fund"
"出6天和14天资金5000万，中债

出6天和14天资金5000万，中债","fund"
"16华汽02？","other"
"出7d 4000w AAA国企，不看中债资信，可永续过剩，非SCP非CD","fund"
"往前是被市场干掉，后退就被发行人干掉，真刺激","other"
"出7000万 隔夜 押利率 地方债","fund"
"玄冥星君哪家机构的，备注下","other"
"出在账4d  3000w，押券先对宽松~","fund"
"但是海伟发行的三期债，都是由设备担保的，而且担保的设备都是生产聚丙烯、丙烷脱氢的，这东西现在在期货市场上值钱呀","other"
"这个比较长","other"
"哈哈","other"
"[CQ:face,id=182]","other"
"要么你傻，要么你坏","other"
"出7d 14d AA+国企 限户","fund"
"胸那么重要么","other"
"哈哈哈哈哈可惜换不得","other"
"该配合你演出的我演视而不见","other"
"出5D   1.08E  国企AA+   不看中债资信","fund"
"这三个算是台柱子","other"
"老板是谁？","other"
"[CQ:face,id=63]【市级平台深交所非公开*财政收入430亿】
唐山市通顺交通（原唐山市交通开发总公司）
主体AA/2+1年/上限7.3%
存续：16通顺交投MTN001等
诚邀调研，欢迎小窗（不喜勿喷~~~~）","other"
"那可以面基了[CQ:face,id=101]","other"
"飞机~","other"
"ofr 101900922，19云城投MTN004，5000万，AAA，2.99年，票面5.98，可谈","second"
"不用解决，不婚不育即可","other"
"谁跪舔我  我借给谁。。","other"
"社融小于2.2就满仓干","other"
"2.5出隔夜5000万","fund"
"怀念卢老爷","other"
"7月22日","other"
"约谁呢","other"
"国融？","other"
"欢迎大佬们~~","other"
"出 整量 7D AA+对券 限户
出 整量 7D AA+对券 限户","fund"
"不是又怎么样","other"
"自营比资管舒服100倍","other"
"还以为是16年呢啊","other"
"做债能做6%？口味是有多重","other"
"[CQ:image,file=B7D00BB61BC341C682FF7736151F346F.jpg]","other"
"或许是其他的张磊呢，大家不要误伤","other"
"最近几年银行贷款都替换成债券了","other"
"出7天或21天资金，押利率，限银行","fund"
"sophie's secret","other"
"出6d  1300w","fund"
"这个是我建立的","other"
"各位大佬怎么看","other"
"普通员工的话 中介更高吧","other"
"嗯","other"
"出隔夜 AA+ 押券 非鹏远评级 非永续","fund"
"出  10天  14天  21天 1月  AA+CD/AAA信用可永续，看中债
出  10天  14天  21天 1月  AA+CD/AAA信用可永续，看中债","fund"
"其实前任搞的 违约了也可以帅锅前任","other"
"侠客","other"
"固收数据 那个小程序上有","other"
"你非要全仓AA和PPN是肯定融不到钱的","other"
"这也太明目张胆了","other"
"上交所上周是不是出了什么名单啊","other"
"出7-13天，21天以上资金，限银行，押利率或国股存单[CQ:face,id=63]
出7-13天，21天以上资金，限银行，押利率或国股存单[CQ:face,id=63]","fund"
"对呀 今天大行都不出","other"
"出2000万 7d 可过剩可永续可民企","fund"
"出7d 14d AA+国企限户","fund"
"东旭稳得很","other"
"出7天  14天 AA+  不看中债 非永续非通道  
出7天  14天 AA+  不看中债 非永续非通道  
、、","fund"
"很明显啊","other"
"出 隔夜 3000W","fund"
"现在不就是这样么","other"
"出5D 3900w 4点还款 2A国企对券","fund"
"委托人","other"
"出隔夜/4D，国企AA,对券对户","fund"
"出隔夜或7天6000万","fund"
"那太明显了吧","other"
"折价成交的就几个","other"
"出7D AA+国企 整量起","fund"
"huan 隔夜","fund"
"阴晴圆缺","other"
"[CQ:image,file=77092A4A772BA4E31AA6D3C1531F1821.png]","other"
"买它的公募有风险不","other"
"出跨月 aa国企 aaa民企对券，产品户填表盖章","fund"
"是啊！","other"
"出7d  aaa国企对券 看1y中债资信","fund"
"没必要","other"
"推如意科技的","other"
"妈逼，账户难受死了","other"
"这发的","other"
"出11-13D 21D 1-4M","fund"
"渣男这个时候还能说出这样的话呢","other"
"股市今天不错","other"
"要不大家无秘发得了","other"
"出7D 14D整量，AA+非永续，看一年内中债资信","fund"
"出隔夜 7天 14天-1M 押AA+  不看中债资信  永续民企需对券","fund"
"一招解决","other"
"金融圈女销售都是人精，招惹她们没必要，搞不好惹得一身骚","other"
"出 360D 长期资金  3500W  不限户  AA对券  价高","fund"
"1-3年火爆，怕啥","other"
"全国各地都有非标，为啥其他地方的不出事呢","other"
"出7d 14d AA+","fund"
"就像你说你是 家里蹲国际的总裁一样","other"
"出  7天  21天  1月  AA+CD/AAA信用，可永续，看中债
出  1月  国企AA+，不看中债","fund"
"那你是P2P吗","other"
"城里人真会玩","other"
"这是什么鸟东西","other"
"恭喜你啊","other"
"网红酒店打卡？","other"
"出 1m   3000  AA","fund"
"克莱斯勒300C估计不敢踩油门吧？","other"
"哪些机构现在还在搞贵州的债啊","other"
"[CQ:image,file=E076D459204884BBF02967492F22C94A.png]","other"
"35结婚也不迟","other"
"······","other"
"新城控股北京新盘开始排号了","other"
"出14d   押国企AA+ 对券  专户看中债资信
出隔夜   押国企AA+  对券","fund"
"我就操他妈了","other"
"今天的14%是昨天的45-75%","other"
"私募","other"
"今天收益率下，应该是和香港有关系。和mlf无关","other"
"没毛病","other"
"出14d以上  对户对券","fund"
"出14D-3M资金，可押AA+国企，优质民企，非永续非负面，不看中债","fund"
"那么正源呢，算是兑付了？","other"
"也没有康美的成交了","other"
"之前买还是90买的","other"
"对的，因为去杠杆原因，特逗","other"
"【郑州银行主承·23-24日簿记】19漯河城投SCP001，漯河市城市建设投资有限公司，240天，4亿，AA，4%-5%，欢迎报量，谢谢！","first"
"估计接走了","other"
"出21天资金，押利率，限银行农信[CQ:face,id=63]","fund"
"这玩意风险太高了吧，","other"
"[CQ:face,id=14]","other"
"康美的钱是炒股票去了？","other"
"听说是省级平台要违约了","other"
"说他水的人是多头吧？","other"
"好奇这男的被救回来了么","other"
"中国1-6月出口（以人民币计）同比增6.1%，进口增1.4%。","other"
"tpy垃圾债是不是做的挺好的？","other"
"加杠杆的前提是你能融到钱","other"
"出7d 14d  国企一年内不低于aa+ 看中债
出14d aa","fund"
"【平安证券-包钢股份 -上交所小公募】内蒙古包钢钢联股份有限公司；地方上市企业；不超过10亿；债券期限：3年；利率区间：5.8-7.0%；主体AAA/债项AAA（联合信用）；质押率：9折；已发行债券：19包钢MTN002、19包钢MTN001。
欢迎金主联系！","first"
"她是三度星和","other"
"出7D 0.55E 国企AA+对券 可过剩永续","fund"
"出隔夜1200W，押AA+，四点前还款~","fund"
"到现在了，谁还管二手房？","other"
"[CQ:image,file=1A834D0AFBD81594C9916940D2971A26.gif]","other"
"长沙市轨道交通集团有限公司2019年非公开发行公司债券（第二期）
1、	发行主体：长沙市轨道交通集团有限公司
2、	发行规模：20亿
3、	发行期限：5年
4、	发行场所：上交所
5、	主体评级：AAA(中诚信)
6、	预计发行时间：7月18日
7、	已发债券：18长沙轨交PPN01\17长沙轨交PPN001\002、15长沙轨道债01、02、02；19长轨01
8、	上限：5.1%","first"
"出14天以上资金5000万  押利率  限银行","fund"
"所以现在交易所质押回购其实压力也很大。尤其之前收紧的时候","other"
"反正城投要完肯定大面积完，慌什么","other"
"出7千万7D，押国企AA对券，出非私募非定向，价较高","fund"
"出  在帐  7d  整量  aaa信用，aa+存单","fund"
"出7D，AA+非永续，看一年内中债资信","fund"
"空头这么快就补了，也够怂的","other"
"出 7D 1E AA+对券 限户
出 7D 1E AA+对券 限户","fund"
"美兰  皖经  精工？","other"
"郎哥真是人生赢家，幸福幸福","other"
"券商总部这面都说净值。到营业部卖的时候那端全理解成报价。","other"
"托班这种，公办的一个月5-6000","other"
"出16宜华E1","second"
"我是小鲜肉","other"
"上市 什么鬼？","other"
"没来也没钱 顾不上面子+1","other"
"呵呵，回售结果公告都不发","other"
"想不到的才可怕","other"
"这是哪个公众号","other"
"很赞","other"
"吉林市国有资本发展控股集团有限公司2019年非公开发行公司债券（第三期）
发行主体：吉林市国有资本发展控股集团有限公司
债券类型：公司债
企业性质：地方国企/城投平台
发行规模：34.5亿元
债券期限：3年
债券评级：AAA/无（远东资信）
询价区间：7.0-7.5%
发行人是吉林市最大的国有企业。实际控制人吉林市人民政府国有资产监督管理委员会，2017年吉林市一般预算收入294.6亿元，2018年吉林市一般预算收入375.5亿元。公司总资产1393.48亿元，净资产583.73 亿元，2018年净利润3.93亿元。","first"
"男的比女的人多，有一些连被渣女伤害的机会都没有","other"
"[CQ:image,file=F05C5192FA1F82CF739600D86716A19C.jpg]怕是女客户的屁股坐了上去","other"
"给这位阿姨倒一杯卡布基诺，开始你的炸弹秀","other"
"精选库哦","other"
"实不相瞒，我那天远眺看见杜总在东单公园了","other"
"又有DI要被扣工资了","other"
"前两天16海物债兑付了嘛？","other"
"这种发行人也不傻","other"
"发债了？","other"
"原本想拉个微信群 发成交信息 后来发现要数据的人太多 微信扫描到100人以后 需要手动拉人 就把群号告诉他们了","other"
"收隔夜，押利率","fund"
"[CQ:image,file=19443333B0FF88591EDFF321D3B9511D.png]","other"
"楼上这tm是瞎扯，送空姐。。。yy的有点多","other"
"牛逼","other"
"貌似是3男","other"
"丰融就这么玩","other"
"有对话报价权限，默认就可以XBOND吗","other"
"出秒到隔夜    四点还款","fund"
"出便宜精品 隔夜 800w左右 押2A+ 
非民企 可永续过剩 限公募自营银行理财","fund"
"出3000万隔夜","fund"
"出7天，中债","fund"
"你能控制什么时候债违约？","other"
"粗14d 21d 1m，国企aa，核券填表打折，非私募通道","fund"
"赤裸裸的做对","other"
"出 7D 2400万 国企AA对券~~对手在库","fund"
"出 13D  国企AA+ 看中债 限公募户 券商自营 社保年金","fund"
"出隔夜 国企aa 对券对户","fund"
"我看看","other"
"还行","other"
"有black money吗","other"
"集团流动性早就非常紧张了","other"
"出1m  可押主体低评级带担保城投或 过剩3A PPN  净价5折","fund"
"收15康美债，18康美01，qq352818197","second"
"我出","other"
"再说，你们参加几次这种谈判撕逼会议，就知道了，各种人的利益和嘴脸","other"
"[CQ:image,file=54F373E1BB35B2CE4AF7A4083E58DC58.png]","other"
"出7D - 28D 不限户 好名字AA+ 非永续 非次级
出7D - 28D 不限户 好名字AA+ 非永续 非次级
单独对券！ 不看中债","fund"
"没说他们是雷王","other"
"出7天资金，出一个月资金，押利率。","fund"
"出隔夜，押利率，限银行，欢迎小窗[CQ:face,id=119][CQ:face,id=119][CQ:face,id=119][CQ:face,id=119][CQ:face,id=119][CQ:face,id=119]","fund"
"还是要看资产","other"
"出7d AA+ 看中债资信","fund"
"出隔夜 押利率","fund"
"[CQ:image,file=717DB6108AC8478F46F1C87053A482B2.jpg]","other"
"出7d  4100w，押国企AAA非永续过剩","fund"
"拍一拍  续个3000-4000  剩下交给tmlf","other"
"把大伙逗乐了","other"
"AJ多少钱","other"
"为什么会有这样的微信截屏？！[CQ:face,id=182]","other"
"本地农商行那个吗","other"
"最关键的是他们不懂业务、不专业。资金和资产一个都拿不住","other"
"早就欠钱了吧，之前不是让小贷公司给告了？","other"
"，。。。。。","other"
"好安静，安静的可怕","other"
"收136649和150626（佳源），112257（荣盛），有意者小窗私聊谢谢哈~","second"
"精功科技才有问题","other"
"据说是报案那家","other"
"出14d  1.7亿   AAA国企对券  不看中债  限户","fund"
"不确定？？","other"
"这么大的量 几天就能出完","other"
"出隔夜押利率","fund"
"出  在帐  7d  整量  aaa信用，aa+存单
出  14d   2500w  aaa信用，aa+存单","fund"
"洛娃咋样了","other"
"固收平台也不显示私募债成交行情的，只有公募","other"
"正源是个民营小地产 美兰个这价格合适么？","other"
"出隔夜2000w，国企AA+，限公募自营","fund"
"不好意思村里刚通网","other"
"出2700+2200万隔夜 在账 AA城投 产品户填表盖章","fund"
"出 隔夜 1000W 上午还款 押国企AA","fund"
"出14D-3M资金，可押AA+国企，优质民企，非永续非负面，不看中债","fund"
"问问怎么了","other"
"还不如去学而思当老师呢","other"
"华讯突然有成交了","other"
"【公告】郑州银行主承·明天簿记：19漯河城投SCP001，AA，240天，4亿，4-5%，周三-周四簿记，欢迎报量，谢谢！","first"
"百十亿不就是百亿","other"
"赎回咋办","other"
"趋势还是要看明白","other"
"射阳现在还敢哔哔么","other"
"总比赖账躺倒强太多了","other"
"公募肯定会发公告吧","other"
"出隔夜1e AA+对券 公募自营不看中债资信","fund"
"凤啊，字该练练了","other"
"天天问，烦死了","other"
"[CQ:image,file=EBD38C4856881CFBC7B6088CE9B46ACD.jpg]","other"
"大半夜的，还是睡觉吧…别影响别人休息哈哈","other"
"你们说的是年化还是绝对收益","other"
"协信？？？","other"
"出隔夜  1600  押国企AA对券","fund"
"别这样 金融行业还是需要点正义感道德感","other"
"皖经是挂了还是怎样","other"
"启明星，引诱空头入场，然后拉爆","other"
"出三个月资金","fund"
"大家吃了吗","other"
"不赌没钱挣","other"
"炮火连天的那种","other"
"楼上这些人，怎么这么饥渴","other"
"楼上的有什么券？","other"
"美兰这2.2亿咋回事","other"
"5篇SCI","other"
"在哪里，没看到公告","other"
"欢迎各位交易员大大","other"
"谢谢 巨兽","other"
"新时代 来临了","other"
"借隔夜2000w 押利率 求小窗","fund"
"出隔夜1.4亿元，押利率，限银行","fund"
"为啥这么说","other"
"出7-21天，1.7亿，押利率，限银行农信","fund"
"出整量隔夜 国企AAA不看中债","fund"
"这样安排可以不","other"
"那五个亿 大概率是发行人自己的钱","other"
"到了","other"
"出7D 14D 5000w，押AA+，不看中债资信，民企永续需对券","fund"
"出5D 7100w，7D 4000w，押国企AA，可PPN，对券对户","fund"
"出隔夜2500+2500+4600+4000 压AA+ cd  出7d 3000w 压利率","fund"
"5块钱的那个","other"
"三元上来劲。。第二第二年你再看看。。。。","other"
"中国女人只能是禁脔
自己可以敞开玩","other"
"因为大行自己就缺钱？","other"
"看wind 金额没那么多吧","other"
"不要这么说企业了","other"
"碧桂园出身。。","other"
"[CQ:image,file=CA3415A6315C08ACDC02CED7947D8287.png]","other"
"huan 9000万 跨月","fund"
"后面那几句就算了，主要是前4个字","other"
"13弘燃气","other"
"出12D 14D 21D 1-3M","fund"
"比如","other"
"出14天以上资金2亿，押利率，限银行农信[CQ:face,id=63]","fund"
"这是要把价格做上去？","other"
"是啊，也没看到有成交啊","other"
"好看","other"
"出在账14d aa+国企非永续不看中债资信 专户aaa","fund"
"欢迎欢迎","other"
"出隔夜1.26e，押利率限银行","fund"
"出7D整量，押AA+非永续，看一年内中债资信","fund"
"出2-7天 3000w 押上清AA+ 看中债资信","fund"
"出7天以上资金5000万，压利率，限银行类机构","fund"
"出在账隔夜3600w，押国企AAA不看中债资信","fund"
"几家几百亿。。。","other"
"收益率如何下行","other"
"我擦，IC这么强","other"
"行情有分歧，就不会结束","other"
"楼上是认真的吗","other"
"出在账 14D  3000-8000万  AA+  非PPN 对券对户","fund"
"出秒到隔夜1500万，压利率，限银行类机构","fund"
"出1-7天3000万  押利率  限银行","fund"
"出5000w  7d
出5000w  7d
出5000w  7d
出5000w  7d","fund"
"都是情怀","other"
"所以说6月底的大额成交其实不过是倒户而已，压根不是什么jgh","other"
"出14-3M资金，可押AA+国企，优质民企，非永续非负面，不看中债","fund"
"地产融资收紧，会一定程度压制经济回暖吧？","other"
"还有这便宜的价格？","other"
"60多？","other"
"皖经建 2.0","other"
"我擦，铁矿石，666","other"
"卧槽","other"
"收渤海租赁，加Q 352818197","second"
"来看看我是什么匿名","other"
"出上清1-6d 国企aa对券","fund"
"出13天资金，出一个月以上资金，押利率。","fund"
"出1M及以上资金，押利率","fund"
"虽然我很想骂两句，但是我不跟钱过意不去，请带带我","other"
"那就一刀切了贵州吧，太吓人了","other"
"也不容易，至少意愿挺好的","other"
"[CQ:image,file=5ACBF0DE1D3E20D13483DD339DBFF911.png]","other"
"安徽地区城投待发, 欢迎各位金主垂询~~[CQ:face,id=66]
【滁州市同创建设投资有限责任公司 2019 年非公开发行公司债】
【发行主体】滁州市同创建设投资有限责任公司
【发行规模】不超过15亿元
【发行期限】3+2年
【利率区间】5%-6.5%
【信用评级】主体AA+
【增信方式】无担保
【发行场所】上交所","first"
"出6天和14天资金，中债

出6天和14天资金，中债","fund"
"垃圾人做垃圾债","other"
"出隔夜1e,押利率，限银行[CQ:image,file=A2CA8C108ACA4ABDFEF6F12D1921ED71.gif]","fund"
"汇控","other"
"非洲艾滋病率那么高","other"
"出7d 14d 21d 2-3m 押中债隐含AA以上，对券，可永续","fund"
"对的 而且山大这么多校区","other"
"收益率要上了[CQ:face,id=108]多头要死了","other"
"出14天7000万，押利率，限银行","fund"
"出隔夜 押利率","fund"
"借1000万渣量10-14D，押国企AAA，价格好商量，求小窗","fund"
"立刻舆情风险都出来","other"
"[CQ:image,file=0A1831FB86277D17CA349CED2A1D9A22.png]","other"
"如果信评公司出来降级就黄了","other"
"这名字，安徽省，建设，投资，这就是城投啊","other"
"贤者模式","other"
"出16宜华E1 有意加q1179094609","second"
"最多蜻蜓点水一下","other"
"现在小孩子读书怎么这么难","other"
"出7D-2M，银行，押利率","fund"
"开什么玩笑。。。","other"
"出隔夜1.6e，AA+国企，不看中债","fund"
"出7d 14d AA+国企","fund"
"到现在为止，正经做房地产的，还没有凉的吧？","other"
"出14D-3M资金，可押AA+国企，优质民企，非永续非负面，不看中债","fund"
"那铁矿多头都没政治觉悟","other"
"出14D以上资金  押利率","fund"
"开始你的炸弹秀","other"
"出 7-13D  1E 押利率 早还款 限银信[CQ:face,id=63]","fund"
"欺负我不能匿名……","other"
"两家是一家的","other"
"主要是利好都没了","other"
"出7D 12D 14D 21D 1-3M","fund"
"主体违约，持有债券没到期，仙姑就认为没违约？","other"
"是说转售完之后才会出公告吗？","other"
"杜总牛b威武呀","other"
"都是程度问题","other"
"出7D 6000W+3000-6000W 押AA+CD\3A信用，不看中债资信","fund"
"都没带*","other"
"如果兑付的话","other"
"没找到相关信息","other"
"尽量别搞城投","other"
"武大旁边的广八路，经常能看到黑鬼学生逛鸡店","other"
"我们家也不发了","other"
"主要接的是抵押的毛尖地","other"
"之前听朋友说的，才知道裸心谷的正确打开方式","other"
"黔南州不是10%以下发出来了吗","other"
"【今日认购，今日认购，今日认购】
 简称：19欣导E1 ；代码：117139
【私募EB——7月15认购，18日缴款】
债券名称 ：拉萨欣导创业投资有限公司2019年非公开发行可交换公司债券
发行人: 	拉萨欣导创业投资有限公司   正股：先导智能（300450.SZ）
债券类型	:非公开发行可交换公司债券
发行规模（亿）:不超过13亿元
债券期限:	3年期，发行结束之日起满6个月进入换股期
信用级别:	非公开发行，未进行信用评级
发行时间:	7月15日认购
初始换股价：35.20元/股
票面利率：0.5% 、1.5% 、2.5% ；再给予 12 %的补偿利率（不包括最后一年息）
初始担保：不低于 150%，维持担保不低于120%
其他条款参见0705版条款
材料汇总：https://pan.citicsinfo.com/l/z5imZN   密码：qrja","first"
"出隔夜，押券2a+及以上，求抖~~~","fund"
"便宜出隔夜 1.24e   押券宽松","fund"
"出3D 国企AA 对券对户","fund"
"出3200万隔夜押上清","fund"
"信达的这个公告是不是可出可不出呀，好多企业债到期前一天才打钱，现在海伟还有7天，5个工作日才兑付啊","other"
"漂亮只是销售比较初级的一种武器吧","other"
"论据何在","other"
"等新款沃尔沃吧，顺便支持国产","other"
"销售还好吧，不至于劣币驱逐良币。至少个人接触的、做成了业务的，好像大多数都不是因为颜值的原因。","other"
"公司主承项目：（1）美的置业AAA小公募；（2）碧桂园供应链ABS；（3）柳州龙建投资AA+非公开；（4）上饶城投AA+非公开。欢迎群友金主垂爱&#91;偷笑&#93;&#91;偷笑&#93;&#91;偷笑&#93;&#91;玫瑰&#93;&#91;玫瑰&#93;&#91;玫瑰&#93;","first"
"都他妈匿名","other"
"出 6-7D 3000W 押AA+ 限公募自营保险银行理财","fund"
"还有这种套路","other"
"出7d 14d AA+国企 限户","fund"
